publication_number,title
US-7697602-B2,Method for pre-filtering training sequences in a radiocommunication system
US-7103225-B2,Clustering appearances of objects under varying illumination conditions
US-4768308-A,"Universal lens polishing tool, polishing apparatus and method of polishing"
US-2008082007-A1,Method for monitoring pre-eclamptic patients
US-4885686-A,Methods and apparatus for efficient resource allocation
US-7215678-B1,Method and apparatus for distribution of bandwidth in a switch
US-6350241-B1,Method and apparatus for multiple angle compound flow imaging
US-2003099250-A1,Queue scheduling mechanism in a data packet transmission system
US-2017214425-A1,Touch screen controller for increasing data processing speed and touch system including the same
US-8565134-B2,Sleep mode selection employing a semi-markov decision process
US-2018266824-A1,High-performance inertial measurements using a redundant array of inexpensive inertial sensors
US-2006132487-A1,Method of analyzing moving objects using a vanishing point algorithm
US-2008155335-A1,Graphical analysis to detect process object anomalies
US-2003009609-A1,Efficient data retrieval from input coupling queues
US-2010313019-A1,Method and system for managing a software application on a mobile computing device
US-2011208709-A1,Scalable associative text mining network and method
US-4905289-A,Apparatus for the digital storage of audio signals employing read only memories
US-2006142040-A1,Scheduling calls in downlink transmissions
US-7681441-B2,Combustion control in an internal combustion engine
US-2013273506-A1,Automated Food Intake Data Acquisition And Monitoring System
US-2005138008-A1,Method and apparatus for determining a spanning tree
US-2017203125-A1,Automated radiation treatment plan development apparatus and method of use thereof
US-2014169159-A1,System and Method for Finding Partially Disjoint Paths for Spare Capacity Allocation in Shared Backup Path Protection for Dual Fiber Cuts
US-2015235602-A1,Image Display Method for a Half-Source Driving Liquid Crystal Display
US-8509542-B2,High-performance closed-form single-scan calculation of oblong-shape rotation angles from binary images of arbitrary size and location using running sums
US-8369642-B2,Artifact removal from phase encoded images
US-2012033662-A1,Crossbar switch and recursive scheduling
US-2019028515-A1,Flexible selection of security features in mobile networks
US-2012224828-A1,Content selection
US-2002150075-A1,"Time division protocol for an ad-hoc, peer-to-peer radio network having coordinating channel access to shared parallel data channels with separate reservation channel"
US-2011208972-A1,Method of signing a message
US-2008121726-A1,Self-Programming Transaction Card
US-2004035703-A1,Method for orthogonal analyte stacking/injection systems in electrophoresis
US-10061871-B2,Linear blend skinning weight optimization utilizing skeletal pose sampling
US-2016124807-A1,Multi-chip device and method for storing data
US-6552670-B2,Location encoder
US-6775604-B2,Steering wheel angle determination
US-9760637-B2,Wildcard search in encrypted text using order preserving encryption
US-7990412-B2,Systems and methods for correcting image perspective
US-2005043026-A1,System and method for establishing and/or maintaining a data session across packet data networks
US-5177508-A,Electrophotographic printer with print justification control
US-4823388-A,Communications network using an enciphering and deciphering device
US-2004166685-A1,Methods and apparatus for polishing control
US-2008295175-A1,PROACTIVE TEST-BASED DIFFERENTIATION METHOD AND SYSTEM TO MITIGATE LOW RATE DoS ATTACKS
US-2010177366-A1,"Method, apparatus and system for matching color gamuts of multiple image transfer devices"
US-9673768-B2,Multipath digital microphones
US-2008027584-A1,Computer-implemented methods for re-designing a concrete composition to have adjusted slump
US-2005243995-A1,Method and apparatus for canceling acoustic echo in a double-talk period
US-5974110-A,Helical reconstruction algorithm
US-10120860-B2,Methods and apparatus to identify a count of n-grams appearing in a corpus
US-8321669-B2,Electronic data communication system
US-2015213656-A1,Driving Behavior Monitoring System
US-7664114-B1,Traffic matrix computation for packet networks
US-2007080964-A1,Method of utilizing product proxies with a dependency graph
US-7527029-B2,Controller for plant using PWM algorithm
US-2002131340-A1,Close tracking algorithm in a digital tracking servo system
US-8842842-B2,Detection of audio channel configuration
US-8295572-B2,Dual-spectrum heat pattern separation algorithm for assessing chemotherapy treatment response and early detection
US-2018225667-A1,Electronic transactional data based predictive system
US-2008177862-A1,"Systems, Methods, and Media for Detecting Outbound Nagling on a TCP Network Connection"
US-9726984-B2,Aperture alignment in scatterometry metrology systems
US-2015262592-A1,Systems and Methods for Distortion Characterization
US-2008040553-A1,Method and system for grouping tracks for destaging on raid arrays
US-9772424-B2,Hybrid amplitude adjustment algorithm for resistivity logging tools
US-2006222212-A1,One-dimensional iris signature generation system and method
US-2003090706-A1,System and method for efficient tile generation from complex raster data
US-2003174284-A1,Method and apparatus for measuring contrast sensitivity
US-9843977-B2,Avoiding mass migration of wireless communication devices from one access point to another
US-2014307095-A1,Vehicle vision system with color correction
US-6038583-A,Method and apparatus for simultaneously multiplying two or more independent pairs of operands and calculating a rounded products
US-2007167694-A1,Integrated Portable Anesthesia and Sedation Monitoring Apparatus
US-2018041340-A1,Providing user authentication
US-4545054-A,Diode-configured Viterbi algorithm error correcting decoder for convolutional codes
US-7327685-B2,Apparatus for implementation of adaptive routing in packet switched networks
US-2013339599-A1,Methods and systems for adaptive queue depth management
US-2005038549-A1,System and method for performing adaptive modification of rapid prototyping build files
US-2007069931-A1,Self-calibrating continuous-time delta-sigma modulator
US-2010204901-A1,Fuel injector having algorithm controlled look-ahead timing for injector-ignition operation
